Title,Genres,IMDb,Directors,Country,Language
Flight 666,Horror,4.3,['Rob Pallatina'],['United States'],['English']
David Spade: Take the Hit,Documentary,6.5,['Keith Truesdell'],['United States'],['English']
David Spade: Take the Hit,Comedy,6.5,['Keith Truesdell'],['United States'],['English']
Baghdad Messi,Short,7.3,['Sahim Omar Kalifa'],"['United Arab Emirates', 'Belgium']",['Arabic']
Baghdad Messi,Drama,7.3,['Sahim Omar Kalifa'],"['United Arab Emirates', 'Belgium']",['Arabic']
Baghdad Messi,Sport,7.3,['Sahim Omar Kalifa'],"['United Arab Emirates', 'Belgium']",['Arabic']
Baghdad Messi,War,7.3,['Sahim Omar Kalifa'],"['United Arab Emirates', 'Belgium']",['Arabic']
Bernice Bobs Her Hair,Drama,6.8,['Joan Micklin Silver'],['United States'],['English']
Spirit of the Game,Biography,5.1,['Darran Scott'],['Australia'],['English']
Alice Cooper: Live at Montreux 2005,Music,7.8,['Thierry Amsallem'],['United States'],['English']
Babar: King of the Elephants,Family,6.1,['Raymond Jafelice'],"['Canada', 'France', 'Germany']","['English', 'French']"
Babar: King of the Elephants,Animation,6.1,['Raymond Jafelice'],"['Canada', 'France', 'Germany']","['English', 'French']"
The Showdown,Western,5.8,['Sergio Sollima'],"['Italy', 'Spain']",['Italian']
Uncle Bob,Documentary,6.8,['Robert Oppel'],['United States'],['English']
Desire,Drama,5.6,['Laurent Bouhnik'],['France'],['French']
Desire,Romance,5.6,['Laurent Bouhnik'],['France'],['French']
Midnight Stallion,Action,5.0,['William Dear'],"['Canada', 'United States']",['English']
Midnight Stallion,Drama,5.0,['William Dear'],"['Canada', 'United States']",['English']
Midnight Stallion,Family,5.0,['William Dear'],"['Canada', 'United States']",['English']
First Lady,Comedy,4.7,['Nina May'],['United States'],['English']
First Lady,Romance,4.7,['Nina May'],['United States'],['English']
Peyote,Comedy,5.8,['Omar Flores Sarabia'],['Mexico'],['Spanish']
Peyote,Drama,5.8,['Omar Flores Sarabia'],['Mexico'],['Spanish']
Peyote,Romance,5.8,['Omar Flores Sarabia'],['Mexico'],['Spanish']
Eddie Griffin: Undeniable,Comedy,4.8,['Gobi M. Rahimi'],['United States'],['English']
Jesus Fish,Short,8.8,['Bryce McGuire'],['United States'],['English']
Jesus Fish,Drama,8.8,['Bryce McGuire'],['United States'],['English']
Jesus Fish,Thriller,8.8,['Bryce McGuire'],['United States'],['English']
This Thing of Ours,Crime,5.1,['Danny Provenzano'],['United States'],['English']
This Thing of Ours,Drama,5.1,['Danny Provenzano'],['United States'],['English']
Adela,Drama,7.2,['Adolfo Alix Jr.'],['Philippines'],"['Filipino', 'Tagalog']"
Birds of Prey,Action,6.8,['Cathy Yan'],['United States'],"['English', 'Chinese']"
Birds of Prey,Adventure,6.8,['Cathy Yan'],['United States'],"['English', 'Chinese']"
Birds of Prey,Crime,6.8,['Cathy Yan'],['United States'],"['English', 'Chinese']"
Astronaut: The Last Push,Drama,5.3,['Eric Hayden'],['United States'],['English']
Astronaut: The Last Push,Sci-Fi,5.3,['Eric Hayden'],['United States'],['English']
BloodRayne,Action,2.9,['Uwe Boll'],"['Germany', 'United States']",['English']
BloodRayne,Adventure,2.9,['Uwe Boll'],"['Germany', 'United States']",['English']
BloodRayne,Fantasy,2.9,['Uwe Boll'],"['Germany', 'United States']",['English']
BloodRayne,Horror,2.9,['Uwe Boll'],"['Germany', 'United States']",['English']
Guy X,Comedy,5.1,['Saul Metzstein'],"['Canada', 'Iceland', 'United Kingdom', 'United States']",['English']
Guy X,War,5.1,['Saul Metzstein'],"['Canada', 'Iceland', 'United Kingdom', 'United States']",['English']
Committed,Comedy,5.4,['Lisa Krueger'],['United States'],"['English', 'Spanish']"
Committed,Drama,5.4,['Lisa Krueger'],['United States'],"['English', 'Spanish']"
Clint Eastwood: The Man from Malpaso,Documentary,5.6,['Gene Feldman'],['United States'],"['French', 'Portuguese', 'Spanish', 'English']"
Clint Eastwood: The Man from Malpaso,Biography,5.6,['Gene Feldman'],['United States'],"['French', 'Portuguese', 'Spanish', 'English']"
X500,Drama,6.6,['Juan Andrés Arango Garcia'],"['Canada', 'Colombia', 'Mexico']","['Spanish', 'French', 'English', 'Tagalog']"
"Silent Night, Bloody Night",Horror,5.6,['Theodore Gershuny'],['United States'],['English']
"Silent Night, Bloody Night",Mystery,5.6,['Theodore Gershuny'],['United States'],['English']
"Silent Night, Bloody Night",Thriller,5.6,['Theodore Gershuny'],['United States'],['English']
The Perils of Pauline,Action,6.5,"['Louis J. Gasnier', 'Donald MacKenzie']",['United States'],['English']
The Perils of Pauline,Adventure,6.5,"['Louis J. Gasnier', 'Donald MacKenzie']",['United States'],['English']
The Perils of Pauline,Drama,6.5,"['Louis J. Gasnier', 'Donald MacKenzie']",['United States'],['English']
Is That You?,Drama,6.6,['Dani Menkin'],"['Israel', 'Canada', 'United States']","['English', 'Hebrew']"
Is That You?,Romance,6.6,['Dani Menkin'],"['Israel', 'Canada', 'United States']","['English', 'Hebrew']"
Marilyn Monroe Declassified,Documentary,6.9,['Paul Davids'],['United States'],['English']
A Force of One,Action,5.2,['Paul Aaron'],['United States'],['English']
A Force of One,Crime,5.2,['Paul Aaron'],['United States'],['English']
A Force of One,Drama,5.2,['Paul Aaron'],['United States'],['English']
A Force of One,Thriller,5.2,['Paul Aaron'],['United States'],['English']
The Medicine Game,Documentary,8.6,['Lukas Korver'],['United States'],['English']
The Medicine Game,Drama,8.6,['Lukas Korver'],['United States'],['English']
Guns Girls and Gangsters,Crime,6.3,['Edward L. Cahn'],['United States'],['English']
Guns Girls and Gangsters,Drama,6.3,['Edward L. Cahn'],['United States'],['English']
Guns Girls and Gangsters,Thriller,6.3,['Edward L. Cahn'],['United States'],['English']
"Thank You, Mr. President: Helen Thomas at the White House",Documentary,6.7,['Rory Kennedy'],['United States'],['English']
"Thank You, Mr. President: Helen Thomas at the White House",Biography,6.7,['Rory Kennedy'],['United States'],['English']
Blood Feast,Horror,4.6,['Herschell Gordon Lewis'],['United States'],['English']
"DOS μια ιστορία αγάπης, απ' την ανάποδη",Action,5.6,['Vijay Krishna Acharya'],['India'],"['Hindi', 'English']"
"DOS μια ιστορία αγάπης, απ' την ανάποδη",Adventure,5.6,['Vijay Krishna Acharya'],['India'],"['Hindi', 'English']"
Painted Horses,Drama,6.6,['Damian X. Fulton'],['United States'],['unknown']
The Enemy Within,Drama,5.8,['unknown'],['United States'],['English']
Beyond Boundaries: The Harvey Weinstein Scandal,Documentary,4.1,['Jordan Hill'],['United Kingdom'],['English']
Salam,Drama,7.9,['Yen Tan'],['United States'],"['English', 'Italian', 'Mandarin', 'Spanish']"
Salam,Romance,7.9,['Yen Tan'],['United States'],"['English', 'Italian', 'Mandarin', 'Spanish']"
Coming Home for Christmas,Romance,5.7,['Mel Damski'],"['United States', 'Canada']",['English']
Seclusion,Drama,3.6,['Marco Ferreri'],"['Italy', 'France']",['French']
Seclusion,Romance,3.6,['Marco Ferreri'],"['Italy', 'France']",['French']
Blessings: The Tsoknyi Nangchen Nuns of Tibet,Documentary,7.7,['Victress Hitchcock'],['United States'],['English']
3:19,Short,5.5,"['Iñaki Antuñano', 'Martín Román']",['Spain'],['Spanish']
"George Lopez: It's Not Me, It's You",Documentary,5.1,['Troy Miller'],['United States'],"['English', 'Spanish']"
"George Lopez: It's Not Me, It's You",Comedy,5.1,['Troy Miller'],['United States'],"['English', 'Spanish']"
The Exonerated,Drama,6.4,['Bob Balaban'],['United States'],['English']
Ella Cinders,Comedy,6.7,['Alfred E. Green'],['United States'],['English']
Ella Cinders,Romance,6.7,['Alfred E. Green'],['United States'],['English']
Halloween at Aunt Ethel's,Comedy,4.6,['Joseph Mazzaferro'],['United States'],['English']
Halloween at Aunt Ethel's,Horror,4.6,['Joseph Mazzaferro'],['United States'],['English']
Halloween at Aunt Ethel's,Thriller,4.6,['Joseph Mazzaferro'],['United States'],['English']
Slappy and the Stinkers,Comedy,5.0,['Barnet Kellman'],['United States'],['English']
Slappy and the Stinkers,Family,5.0,['Barnet Kellman'],['United States'],['English']
Wrath of Gods,Documentary,7.7,['Jon Einarsson Gustafsson'],"['Canada', 'Iceland']",['English']
The Stork Club,Comedy,6.5,['Hal Walker'],['United States'],['English']
The Stork Club,Musical,6.5,['Hal Walker'],['United States'],['English']
The Stork Club,Romance,6.5,['Hal Walker'],['United States'],['English']
Goodbye Carmen,Comedy,7.9,['unknown'],['unknown'],['unknown']
Goodbye Carmen,News,7.9,['unknown'],['unknown'],['unknown']
First Flight: A Mother Hummingbird's Story,Documentary,8.8,"['Don Carroll', 'Noriko Carroll']",['United States'],['English']
First Flight: A Mother Hummingbird's Story,Family,8.8,"['Don Carroll', 'Noriko Carroll']",['United States'],['English']
Seeing Other People,Comedy,5.8,['Wallace Wolodarsky'],['United States'],['English']
Seeing Other People,Romance,5.8,['Wallace Wolodarsky'],['United States'],['English']
Gregory's Two Girls,Comedy,5.0,['Bill Forsyth'],"['United Kingdom', 'Germany']",['English']
Anuranan,Drama,6.8,['Aniruddha Roy Chowdhury'],['India'],"['Bengali', 'Hindi']"
Anuranan,Romance,6.8,['Aniruddha Roy Chowdhury'],['India'],"['Bengali', 'Hindi']"
Unforgotten: Twenty-Five Years After Willowbrook,Documentary,6.4,['Jack Fisher'],['United States'],['English']
Born Bad,Drama,4.4,['Jared Cohn'],['United States'],['English']
Born Bad,Thriller,4.4,['Jared Cohn'],['United States'],['English']
A Model Daughter: The Killing of Caroline Byrne,Crime,6.3,['Tony Tilse'],['Australia'],['English']
A Model Daughter: The Killing of Caroline Byrne,Drama,6.3,['Tony Tilse'],['Australia'],['English']
Foxtrot,Drama,5.9,['Samuel Maoz'],"['Israel', 'Switzerland', 'Germany', 'France']","['Hebrew', 'German']"
The Line King: The Al Hirschfeld Story,Documentary,7.1,['Susan Warms Dryfoos'],['United States'],['English']
The Line King: The Al Hirschfeld Story,Biography,7.1,['Susan Warms Dryfoos'],['United States'],['English']
Summer of '67,Drama,4.9,['Sharon Wilharm'],['United States'],['English']
Summer of '67,History,4.9,['Sharon Wilharm'],['United States'],['English']
Summer of '67,Romance,4.9,['Sharon Wilharm'],['United States'],['English']
Erasing Eden,Drama,5.0,['Beth Dewey'],['United States'],['English']
Warrior Pride,Drama,6.8,['Janaya Black'],['United States'],['English']
Warrior Pride,Sport,6.8,['Janaya Black'],['United States'],['English']
Shield for Murder,Crime,6.9,"['Howard W. Koch', ""Edmond O'Brien""]",['United States'],['English']
Shield for Murder,Drama,6.9,"['Howard W. Koch', ""Edmond O'Brien""]",['United States'],['English']
Shield for Murder,Film-Noir,6.9,"['Howard W. Koch', ""Edmond O'Brien""]",['United States'],['English']
The Big Brass Ring,Drama,5.3,['George Hickenlooper'],['United States'],"['English', 'French', 'Latin']"
I am from Titov Veles,Drama,6.2,['Teona Strugar Mitevska'],"['Republic of North Macedonia', 'Belgium', 'France', 'Slovenia']",['Macedonian']
Appointment in Tokyo,Documentary,6.8,['Jack Hively'],['United States'],['English']
Appointment in Tokyo,War,6.8,['Jack Hively'],['United States'],['English']
Collider,Sci-Fi,3.5,['Edgar Wright'],['United States'],['unknown']
Fall City,Drama,5.3,['Nathan D. Lee'],['United States'],['English']
Fall City,Romance,5.3,['Nathan D. Lee'],['United States'],['English']
The Zero Boys,Action,5.1,['Nico Mastorakis'],['United States'],['English']
The Zero Boys,Thriller,5.1,['Nico Mastorakis'],['United States'],['English']
The Zero Boys,Horror,5.1,['Nico Mastorakis'],['United States'],['English']
In Old California,Action,6.4,['William C. McGann'],['United States'],['English']
In Old California,Adventure,6.4,['William C. McGann'],['United States'],['English']
In Old California,Drama,6.4,['William C. McGann'],['United States'],['English']
In Old California,Romance,6.4,['William C. McGann'],['United States'],['English']
In Old California,Western,6.4,['William C. McGann'],['United States'],['English']
The Tenants,Crime,5.2,['Danny Green'],"['United States', 'Germany']",['English']
The Tenants,Drama,5.2,['Danny Green'],"['United States', 'Germany']",['English']
The Tenants,Romance,5.2,['Danny Green'],"['United States', 'Germany']",['English']
The Tenants,Thriller,5.2,['Danny Green'],"['United States', 'Germany']",['English']
The Death of Richie,Drama,7.0,['Paul Wendkos'],['United States'],['English']
The Sleeping Tiger,Drama,6.5,['Joseph Losey'],"['United Kingdom', 'United States']",['English']
The Sleeping Tiger,Thriller,6.5,['Joseph Losey'],"['United Kingdom', 'United States']",['English']
DSKNECTD,Documentary,7.2,['Dominic H. White'],['United States'],['English']
Absence,Horror,4.1,['Jimmy Loweree'],['United States'],['English']
Absence,Sci-Fi,4.1,['Jimmy Loweree'],['United States'],['English']
Absence,Thriller,4.1,['Jimmy Loweree'],['United States'],['English']
Caroline?,Drama,7.3,['Joseph Sargent'],['United States'],['English']
Quantum Apocalypse,Action,3.0,['Justin Jones'],"['United States', 'Germany']",['English']
Quantum Apocalypse,Adventure,3.0,['Justin Jones'],"['United States', 'Germany']",['English']
Quantum Apocalypse,Drama,3.0,['Justin Jones'],"['United States', 'Germany']",['English']
Quantum Apocalypse,Sci-Fi,3.0,['Justin Jones'],"['United States', 'Germany']",['English']
Quantum Apocalypse,Thriller,3.0,['Justin Jones'],"['United States', 'Germany']",['English']
Morgan Murphy: Irish Goodbye,Comedy,6.7,['Jay Chapman'],['United States'],['English']
The Fighting Fists Of Shanghai Joe,Action,5.8,['Mario Caiano'],['Italy'],['Italian']
The Fighting Fists Of Shanghai Joe,Drama,5.8,['Mario Caiano'],['Italy'],['Italian']
The Fighting Fists Of Shanghai Joe,Western,5.8,['Mario Caiano'],['Italy'],['Italian']
The Last Days of Patton,Biography,6.3,['Delbert Mann'],['United States'],['English']
The Last Days of Patton,Drama,6.3,['Delbert Mann'],['United States'],['English']
The Living Sea,Documentary,7.2,['Greg MacGillivray'],['United States'],['English']
The Living Sea,Short,7.2,['Greg MacGillivray'],['United States'],['English']
The Killer Reserved Nine Seats,Mystery,5.8,['Giuseppe Bennati'],['Italy'],['Italian']
The Killer Reserved Nine Seats,Thriller,5.8,['Giuseppe Bennati'],['Italy'],['Italian']
The Killer Reserved Nine Seats,Horror,5.8,['Giuseppe Bennati'],['Italy'],['Italian']
The Boogey Man,Horror,4.6,['Ulli Lommel'],['United States'],['English']
Card Subject To Change,Documentary,6.6,['Tim Disbrow'],['United States'],['English']
Billy Boy,Crime,4.4,['Bradley Buecker'],['United States'],['English']
Billy Boy,Drama,4.4,['Bradley Buecker'],['United States'],['English']
Billy Boy,Thriller,4.4,['Bradley Buecker'],['United States'],['English']
Quick Gun Murugan,Action,5.9,['Shashanka Ghosh'],['India'],"['English', 'Hindi', 'Telugu', 'Tamil']"
Quick Gun Murugan,Comedy,5.9,['Shashanka Ghosh'],['India'],"['English', 'Hindi', 'Telugu', 'Tamil']"
Quick Gun Murugan,Drama,5.9,['Shashanka Ghosh'],['India'],"['English', 'Hindi', 'Telugu', 'Tamil']"
Quick Gun Murugan,Western,5.9,['Shashanka Ghosh'],['India'],"['English', 'Hindi', 'Telugu', 'Tamil']"
Shooting Gallery,Crime,5.3,['Keoni Waxman'],['United States'],['English']
Shooting Gallery,Drama,5.3,['Keoni Waxman'],['United States'],['English']
Shooting Gallery,Thriller,5.3,['Keoni Waxman'],['United States'],['English']
Chernobyl's Café,Documentary,6.7,['Mike Baudoncq'],['France'],['English']
Sex and Consequences,Talk-Show,4.6,['unknown'],['unknown'],['unknown']
Slightly Honorable,Comedy,6.1,['Tay Garnett'],['United States'],['English']
Slightly Honorable,Crime,6.1,['Tay Garnett'],['United States'],['English']
Slightly Honorable,Drama,6.1,['Tay Garnett'],['United States'],['English']
Slightly Honorable,Music,6.1,['Tay Garnett'],['United States'],['English']
Slightly Honorable,Mystery,6.1,['Tay Garnett'],['United States'],['English']
Bobbie Jo and the Outlaw,Crime,5.3,['Mark L. Lester'],['United States'],['English']
Bobbie Jo and the Outlaw,Drama,5.3,['Mark L. Lester'],['United States'],['English']
Bobbie Jo and the Outlaw,Romance,5.3,['Mark L. Lester'],['United States'],['English']
Bobbie Jo and the Outlaw,Thriller,5.3,['Mark L. Lester'],['United States'],['English']
Don't Look in the Basement,Horror,5.1,['S.F. Brownrigg'],['United States'],['English']
Don't Look in the Basement,Thriller,5.1,['S.F. Brownrigg'],['United States'],['English']
Final Exam,Horror,4.7,['Jimmy Huston'],['United States'],['English']
Final Exam,Thriller,4.7,['Jimmy Huston'],['United States'],['English']
Jogwa - The Awakening,Thriller,8.3,['Joseph Jones'],['Guam'],['English']
Phantom of Chinatown,Action,6.2,['Phil Rosen'],['United States'],['English']
Phantom of Chinatown,Crime,6.2,['Phil Rosen'],['United States'],['English']
Phantom of Chinatown,Drama,6.2,['Phil Rosen'],['United States'],['English']
Phantom of Chinatown,Mystery,6.2,['Phil Rosen'],['United States'],['English']
Phantom of Chinatown,Romance,6.2,['Phil Rosen'],['United States'],['English']
Concrete Blondes,Action,4.8,['Nicholas Kalikow'],['United States'],['English']
Concrete Blondes,Comedy,4.8,['Nicholas Kalikow'],['United States'],['English']
Concrete Blondes,Crime,4.8,['Nicholas Kalikow'],['United States'],['English']
Richard Pryor: Icon,Documentary,6.5,['unknown'],['unknown'],['English']
Some of My Best Friends Are,Drama,5.8,['Mervyn Nelson'],['United States'],"['English', 'Italian', 'Spanish']"
Butterflies,Comedy,8.4,['Tolga Karaçelik'],['Turkey'],['Turkish']
Butterflies,Drama,8.4,['Tolga Karaçelik'],['Turkey'],['Turkish']
Killer Fish,Horror,4.1,['Antonio Margheriti'],"['Italy', 'France']","['English', 'Portuguese', 'Italian']"
Killer Fish,Sci-Fi,4.1,['Antonio Margheriti'],"['Italy', 'France']","['English', 'Portuguese', 'Italian']"
Killer Fish,Thriller,4.1,['Antonio Margheriti'],"['Italy', 'France']","['English', 'Portuguese', 'Italian']"
Thalaivaa,Action,6.1,['A.L. Vijay'],['India'],"['Telugu', 'Tamil', 'Hindi']"
Thalaivaa,Drama,6.1,['A.L. Vijay'],['India'],"['Telugu', 'Tamil', 'Hindi']"
Thalaivaa,Thriller,6.1,['A.L. Vijay'],['India'],"['Telugu', 'Tamil', 'Hindi']"
Messenger of Death,Action,5.6,['J. Lee Thompson'],['United States'],['English']
Messenger of Death,Crime,5.6,['J. Lee Thompson'],['United States'],['English']
Messenger of Death,Mystery,5.6,['J. Lee Thompson'],['United States'],['English']
Messenger of Death,Thriller,5.6,['J. Lee Thompson'],['United States'],['English']
Capturing Reality,Documentary,6.8,['Pepita Ferrari'],['Canada'],['English']
Nintendo Quest,Documentary,5.6,['Robert McCallum'],"['United States', 'Canada']",['English']
Nintendo Quest,Adventure,5.6,['Robert McCallum'],"['United States', 'Canada']",['English']
Nintendo Quest,Family,5.6,['Robert McCallum'],"['United States', 'Canada']",['English']
Freak,Horror,8.2,['Jackie Kong'],['United States'],['English']
Freak,Sci-Fi,8.2,['Jackie Kong'],['United States'],['English']
Have Sword Will Travel,Action,7.1,['Bobby Lento'],['United States'],['English']
Have Sword Will Travel,Drama,7.1,['Bobby Lento'],['United States'],['English']
730,Drama,7.2,['Tru'],['United States'],['English']
Alena,Drama,5.5,['Daniel di Grado'],['Sweden'],['Swedish']
Alena,Horror,5.5,['Daniel di Grado'],['Sweden'],['Swedish']
Alena,Thriller,5.5,['Daniel di Grado'],['Sweden'],['Swedish']
Christmas Miracle,Family,5.4,['Terry Ingram'],['Canada'],['English']
The Prince and the Pauper,Adventure,6.5,['Don Chaffey'],['United Kingdom'],['English']
Invasion on Chestnut Ridge,Documentary,5.4,['Seth Breedlove'],['United States'],['English']
The Coconut Revolution,Documentary,8.3,['Dom Rotheroe'],['United Kingdom'],['English']
The Sacred Science,Documentary,7.1,['Nicholas J. Polizzi'],"['United States', 'Peru']",['English']
The Sacred Science,Adventure,7.1,['Nicholas J. Polizzi'],"['United States', 'Peru']",['English']
The Sacred Science,Drama,7.1,['Nicholas J. Polizzi'],"['United States', 'Peru']",['English']
The Sacred Science,History,7.1,['Nicholas J. Polizzi'],"['United States', 'Peru']",['English']
A Date with Miss Fortune,Comedy,5.3,"[""John L'Ecuyer""]",['Canada'],"['English', 'Portuguese']"
A Date with Miss Fortune,Romance,5.3,"[""John L'Ecuyer""]",['Canada'],"['English', 'Portuguese']"
The Runaway,Crime,7.3,['unknown'],['United Kingdom'],['English']
The North Star,Drama,5.9,['Lewis Milestone'],['United States'],"['English', 'German', 'Russian']"
The North Star,Romance,5.9,['Lewis Milestone'],['United States'],"['English', 'German', 'Russian']"
The North Star,War,5.9,['Lewis Milestone'],['United States'],"['English', 'German', 'Russian']"
Abel's Island,Animation,8.0,['Michael Sporn'],"['Switzerland', 'Italy', 'United States']",['English']
Abel's Island,Short,8.0,['Michael Sporn'],"['Switzerland', 'Italy', 'United States']",['English']
The Turn of the Screw,Horror,6.2,['Jack Clayton'],['United Kingdom'],['English']
Delightfully Dangerous,Musical,6.0,['Arthur Lubin'],['United States'],['English']
Delightfully Dangerous,Romance,6.0,['Arthur Lubin'],['United States'],['English']
Merlin and the Dragons,Adventure,6.3,"['Horseman Cao', 'Dennis Woodyard', 'Hu Yihong']","['United States', 'China', 'Taiwan']",['English']
Merlin and the Dragons,Animation,6.3,"['Horseman Cao', 'Dennis Woodyard', 'Hu Yihong']","['United States', 'China', 'Taiwan']",['English']
Merlin and the Dragons,Fantasy,6.3,"['Horseman Cao', 'Dennis Woodyard', 'Hu Yihong']","['United States', 'China', 'Taiwan']",['English']
An Ox's Tale: The John Entwistle Story,Documentary,7.5,"['Glenn Aveni', 'Steve Luongo', 'Jack Edward Sawyers']",['United States'],['English']
An Ox's Tale: The John Entwistle Story,Biography,7.5,"['Glenn Aveni', 'Steve Luongo', 'Jack Edward Sawyers']",['United States'],['English']
Cry of the Banshee,Horror,5.7,['Gordon Hessler'],['United Kingdom'],['English']
A Violent Life,Drama,6.0,['Thierry de Peretti'],['France'],['French']
A Violent Life,Thriller,6.0,['Thierry de Peretti'],['France'],['French']
Beast of Burden,Action,3.6,['Jesper Ganslandt'],['United States'],"['English', 'Spanish']"
Beast of Burden,Crime,3.6,['Jesper Ganslandt'],['United States'],"['English', 'Spanish']"
Beast of Burden,Drama,3.6,['Jesper Ganslandt'],['United States'],"['English', 'Spanish']"
Beast of Burden,Thriller,3.6,['Jesper Ganslandt'],['United States'],"['English', 'Spanish']"
Mother Krampus,Horror,4.5,['Eddie Lengyel'],['United States'],['English']
Nightlight,Horror,4.4,"['Scott Beck', 'Bryan Woods']",['United States'],['English']
Nightlight,Thriller,4.4,"['Scott Beck', 'Bryan Woods']",['United States'],['English']
Beat Girl,Drama,6.0,['Edmond T. Gréville'],['United Kingdom'],['English']
American Virgin,Comedy,4.3,['Clare Kilner'],['United States'],['English']
Classic Albums: Phil Collins - Face Value,Documentary,7.1,['Jeremy Marre'],['United States'],['English']
Classic Albums: Phil Collins - Face Value,Music,7.1,['Jeremy Marre'],['United States'],['English']
Beyond the Summits,Documentary,8.5,['Rémy Tezier'],['France'],['French']
Hidden Love,Drama,5.3,['Alessandro Capone'],"['Italy', 'Luxembourg', 'Belgium']",['French']
Superpower,Action,7.1,['Chan Wei Lin'],['Hong Kong'],"['Cantonese', 'Mandarin']"
Superpower,Drama,7.1,['Chan Wei Lin'],['Hong Kong'],"['Cantonese', 'Mandarin']"
The Great Flamarion,Drama,6.6,['Anthony Mann'],['United States'],['English']
The Great Flamarion,Film-Noir,6.6,['Anthony Mann'],['United States'],['English']
The Great Flamarion,Mystery,6.6,['Anthony Mann'],['United States'],['English']
The Great Flamarion,Romance,6.6,['Anthony Mann'],['United States'],['English']
The Great Flamarion,Thriller,6.6,['Anthony Mann'],['United States'],['English']
Ghosts of Darkness,Comedy,5.0,['David Ryan Keith'],['United Kingdom'],['English']
Ghosts of Darkness,Horror,5.0,['David Ryan Keith'],['United Kingdom'],['English']
Dog Day,Biography,5.7,['Sidney Lumet'],['United States'],['English']
Dog Day,Crime,5.7,['Sidney Lumet'],['United States'],['English']
Dog Day,Drama,5.7,['Sidney Lumet'],['United States'],['English']
Dog Day,Thriller,5.7,['Sidney Lumet'],['United States'],['English']
Jack Reed: Death and Vengeance,Crime,5.8,['Brian Dennehy'],['United States'],['English']
Jack Reed: Death and Vengeance,Drama,5.8,['Brian Dennehy'],['United States'],['English']
Jack Reed: Death and Vengeance,Mystery,5.8,['Brian Dennehy'],['United States'],['English']
Moomins and the Comet Chase,Animation,6.1,['Maria Lindberg'],"['Finland', 'United Kingdom', 'Poland']",['Finnish']
Moomins and the Comet Chase,Adventure,6.1,['Maria Lindberg'],"['Finland', 'United Kingdom', 'Poland']",['Finnish']
Moomins and the Comet Chase,Family,6.1,['Maria Lindberg'],"['Finland', 'United Kingdom', 'Poland']",['Finnish']
Dead Before Dawn,Adventure,4.7,['April Mullen'],['Canada'],['English']
Dead Before Dawn,Comedy,4.7,['April Mullen'],['Canada'],['English']
Dead Before Dawn,Horror,4.7,['April Mullen'],['Canada'],['English']
Mighty Uke,Documentary,7.7,['Tony Coleman'],"['Canada', 'France', 'Israel', 'Japan', 'New Zealand', 'United States', 'United Kingdom']",['English']
Mighty Uke,Music,7.7,['Tony Coleman'],"['Canada', 'France', 'Israel', 'Japan', 'New Zealand', 'United States', 'United Kingdom']",['English']
Mr. Fix It,Comedy,5.5,['Darin Ferriola'],['United States'],['English']
Mr. Fix It,Romance,5.5,['Darin Ferriola'],['United States'],['English']
Gold Star,Drama,5.6,['Victoria Negri'],['United States'],['English']
Savannah Sunrise,Comedy,5.8,['Randall Stevens'],['United States'],['English']
Savannah Sunrise,Family,5.8,['Randall Stevens'],['United States'],['English']
Dependent's Day,Comedy,7.1,['Michael David Lynch'],['United States'],['English']
Dependent's Day,Drama,7.1,['Michael David Lynch'],['United States'],['English']
Dependent's Day,Romance,7.1,['Michael David Lynch'],['United States'],['English']
Allies,Action,5.1,['Robert Zemeckis'],"['United Kingdom', 'United States']","['English', 'French', 'German', 'Arabic']"
Allies,Drama,5.1,['Robert Zemeckis'],"['United Kingdom', 'United States']","['English', 'French', 'German', 'Arabic']"
Allies,Romance,5.1,['Robert Zemeckis'],"['United Kingdom', 'United States']","['English', 'French', 'German', 'Arabic']"
Allies,Thriller,5.1,['Robert Zemeckis'],"['United Kingdom', 'United States']","['English', 'French', 'German', 'Arabic']"
Allies,War,5.1,['Robert Zemeckis'],"['United Kingdom', 'United States']","['English', 'French', 'German', 'Arabic']"
Los Angeles Overnight,Thriller,6.0,['Michael Chrisoulakis'],"['United States', 'Australia']",['English']
Adventure Scouts,Action,5.9,['Jim Fitzpatrick'],['United States'],['English']
Adventure Scouts,Adventure,5.9,['Jim Fitzpatrick'],['United States'],['English']
Adventure Scouts,Comedy,5.9,['Jim Fitzpatrick'],['United States'],['English']
Adventure Scouts,Family,5.9,['Jim Fitzpatrick'],['United States'],['English']
Adventure Scouts,Fantasy,5.9,['Jim Fitzpatrick'],['United States'],['English']
Adventure Scouts,Mystery,5.9,['Jim Fitzpatrick'],['United States'],['English']
Adventure Scouts,Sport,5.9,['Jim Fitzpatrick'],['United States'],['English']
Monsoon,Drama,4.1,['Hong Khaou'],['United Kingdom'],"['English', 'Vietnamese']"
Monsoon,Romance,4.1,['Hong Khaou'],['United Kingdom'],"['English', 'Vietnamese']"
Richard Jeni: A Big Steaming Pile of Me,Documentary,7.5,['Steven J. Santos'],['United States'],['English']
Richard Jeni: A Big Steaming Pile of Me,Comedy,7.5,['Steven J. Santos'],['United States'],['English']
Forgotten Plague,Documentary,7.9,"['Nicole Castillo', 'Ryan Prior']",['United States'],['English']
Forgotten Plague,History,7.9,"['Nicole Castillo', 'Ryan Prior']",['United States'],['English']
Forgotten Plague,News,7.9,"['Nicole Castillo', 'Ryan Prior']",['United States'],['English']
Blood & Oil,Crime,5.1,['unknown'],['United States'],['English']
