Title,Country,IMDb
Turbo Kid,New Zealand,6.7
Turbo Kid,United States,6.7
One Child Nation,United States,7.5
4 Moons,Mexico,7.5
A Prayer Before Dawn,United Kingdom,6.9
A Prayer Before Dawn,France,6.9
A Prayer Before Dawn,China,6.9
A Prayer Before Dawn,Cambodia,6.9
A Prayer Before Dawn,United States,6.9
A Prayer Before Dawn,Germany,6.9
The Pink Panther Strikes Again,United Kingdom,7.2
The Pink Panther Strikes Again,United States,7.2
Disobedience,Ireland,6.6
Disobedience,United Kingdom,6.6
Disobedience,United States,6.6
Transsiberian,United Kingdom,6.7
Transsiberian,Germany,6.7
Transsiberian,Spain,6.7
Transsiberian,Lithuania,6.7
Climax,France,7.1
Climax,Belgium,7.1
The Spy Who Came in from the Cold,United Kingdom,7.6
House of Games,United States,7.3
Gleason,United States,8.4
The Central Park Five,United States,7.7
The Most Dangerous Game,United States,7.1
Priceless,France,7.0
House on Haunted Hill,United States,6.9
The Crazies,United States,6.5
The Crazies,United Arab Emirates,6.5
Late Night,United States,6.5
The Treatment,Belgium,7.2
Karwaan,India,7.5
The Decline of Western Civilization,United States,7.6
Atlantic City,France,7.3
Atlantic City,Canada,7.3
Tom Petty and the Heartbreakers: Runnin' Down a Dream,United States,8.6
Blow the Man Down,United States,6.4
Suspiria,Italy,6.8
Suspiria,United States,6.8
Hindi Medium,India,7.8
King of New York,Italy,7.0
King of New York,United States,7.0
Three… Extremes,Hong Kong,7.0
Three… Extremes,Japan,7.0
Three… Extremes,South Korea,7.0
The Invisible War,United States,7.6
The Invisible War,France,7.6
We Were Here,United States,7.9
Carnival of Souls,United States,7.1
The Whistleblower,Canada,7.1
The Whistleblower,Germany,7.1
Accattone,Italy,7.8
"Run Silent, Run Deep",United States,7.3
Shoeshine,Italy,8.0
Opera,Italy,7.0
The Tillman Story,United States,7.7
Dhoom 2,India,6.5
White Light/Black Rain: The Destruction of Hiroshima and Nagasaki,United States,8.3
The Man from Earth,United States,7.9
Lean on Pete,United Kingdom,7.2
Harry Brown,United Kingdom,7.2
The Girl Who Kicked the Hornet's Nest,Sweden,7.3
The Girl Who Kicked the Hornet's Nest,Denmark,7.3
The Girl Who Kicked the Hornet's Nest,Germany,7.3
Ghost Town,United States,6.7
They Call Me Jeeg,Italy,7.1
Friday the 13th,United States,6.5
Sabotage,United States,7.1
Pyaasa,India,8.5
He Loves Me… He Loves Me Not,France,7.2
Birdy,United States,7.3
The Secret of Roan Inish,United States,7.5
The Secret of Roan Inish,Ireland,7.5
Meet John Doe,United States,7.7
Death of a Salesman,United States,7.3
Spirits in the Forest,United States,7.8
Kannathil Muthamittal,India,8.4
Polytechnique,Canada,7.2
The King's Choice,Norway,7.1
The King's Choice,Sweden,7.1
The King's Choice,Denmark,7.1
The King's Choice,Ireland,7.1
Who Killed the Electric Car?,United States,7.6
Stuck in Love,unknown,7.2
A Star Is Born,United States,7.3
Heavy Trip,Finland,7.0
Heavy Trip,Norway,7.0
Heavy Trip,Belgium,7.0
Bad Boy Bubby,Australia,7.4
Bad Boy Bubby,Italy,7.4
Breakdown,United States,6.9
The House of the Devil,United States,6.4
Unsane,United States,6.4
Waco: The Rules of Engagement,United States,7.9
Dead Snow 2: Red vs. Dead,Norway,6.9
Dead Snow 2: Red vs. Dead,Iceland,6.9
Dead Snow 2: Red vs. Dead,United States,6.9
Dead Snow 2: Red vs. Dead,United Kingdom,6.9
Magic Mike,United States,6.1
Colette,United Kingdom,6.7
Colette,United States,6.7
Colette,France,6.7
Colette,Hungary,6.7
Colette,Netherlands,6.7
The Gospel According to Matthew,Italy,7.8
The Gospel According to Matthew,France,7.8
Life According to Sam,United States,8.2
Draft Day,United States,6.8
Capitalism: A Love Story,United States,7.4
Best Worst Movie,United States,7.3
Papillon,Czech Republic,7.2
Papillon,Spain,7.2
The Battery,United States,6.4
Heartstone,Iceland,7.4
Heartstone,Denmark,7.4
"Don't Worry, He Won't Get Far on Foot",France,6.9
"Don't Worry, He Won't Get Far on Foot",United States,6.9
Dark Days,United States,7.8
Tab Hunter Confidential,United States,7.7
Ash Is Purest White,China,7.0
Ash Is Purest White,France,7.0
Ash Is Purest White,Japan,7.0
Paradise Lost 2: Revelations,United States,7.6
4 Little Girls,United States,7.8
Jay and Silent Bob Reboot,United States,5.8
Woody Allen: A Documentary,United States,7.7
Phantasm,United States,6.8
Dark Water,United States,6.7
Southern Comfort,United States,7.2
Becoming Astrid,Sweden,7.1
Becoming Astrid,Denmark,7.1
The Snow Walker,Canada,7.3
Braven,Canada,6.0
Sunshine Cleaning,United States,6.8
The Woman in Black,United Kingdom,6.4
The Woman in Black,Canada,6.4
The Woman in Black,United States,6.4
The Woman in Black,Sweden,6.4
Rambo: Last Blood,United States,6.2
Rambo: Last Blood,Hong Kong,6.2
Rambo: Last Blood,France,6.2
Rambo: Last Blood,Bulgaria,6.2
Rambo: Last Blood,Spain,6.2
Rambo: Last Blood,Sweden,6.2
The Strange Love of Martha Ivers,United States,7.4
Gaslight,United States,7.3
I've Loved You So Long,France,7.6
I've Loved You So Long,Germany,7.6
Behind the Mask: The Rise of Leslie Vernon,United States,6.7
These Final Hours,Australia,6.7
The Man with the Golden Arm,United States,7.4
Lost Soul: The Doomed Journey of Richard Stanley's “Island of Dr. Moreau”,United States,7.5
A Private War,United Kingdom,6.7
A Private War,United States,6.7
"Nightmares in Red, White and Blue",United States,7.2
Transit,Germany,6.9
Transit,France,6.9
Fateless,Hungary,6.9
Fateless,Germany,6.9
Fateless,United Kingdom,6.9
Fateless,Israel,6.9
Fateless,France,6.9
Fateless,United States,6.9
Hell House LLC,United States,6.4
Last Days in Vietnam,United States,7.6
The Man Who Fell to Earth,United Kingdom,6.7
The Monster Squad,United States,7.1
The Barkley Marathons: The Race That Eats Its Young,United States,7.8
Passion Fish,United States,7.4
7 Boxes,Paraguay,7.1
7 Boxes,Spain,7.1
Embrace,Australia,7.2
Embrace,Canada,7.2
Embrace,Dominican Republic,7.2
Embrace,Germany,7.2
Embrace,United States,7.2
Embrace,United Kingdom,7.2
Embrace,France,7.2
Rosencrantz & Guildenstern Are Dead,United Kingdom,7.5
Rosencrantz & Guildenstern Are Dead,United States,7.5
Emmet Otter's Jug-Band Christmas,United States,8.3
Emmet Otter's Jug-Band Christmas,Canada,8.3
Love & Friendship,Ireland,6.4
Love & Friendship,France,6.4
Love & Friendship,Netherlands,6.4
Phenomena,Italy,6.8
Phenomena,Switzerland,6.8
Grey Gardens,United States,7.4
Room at the Top,United Kingdom,7.5
Salt of the Earth,United States,7.4
Macbeth,United Kingdom,6.6
Macbeth,France,6.6
Macbeth,United States,6.6
You Only Live Once,United States,7.4
Deathgasm,New Zealand,6.3
Deathgasm,United States,6.3
Danny Collins,United States,7.0
Too Big to Fail,United States,7.3
Bad Taste,New Zealand,6.6
The Naked Kiss,United States,7.3
Breathe,India,7.1
Ballet Shoes,United Kingdom,6.6
Charlie Bartlett,United States,7.0
My Friend Dahmer,United States,6.2
1945,Hungary,7.1
Welcome to Dongmakgol,South Korea,7.7
The Panama Papers,United States,7.2
Explorers,United States,6.6
"A Time to Live, a Time to Die",Taiwan,7.7
Spider Baby,United States,6.9
Janis: Little Girl Blue,United States,7.4
To Hell and Back: The Kane Hodder Story,United States,7.8
Fat City,United States,7.3
The Dressmaker,Australia,7.1
Last Flag Flying,United States,6.9
The Ninth Gate,France,6.7
The Ninth Gate,Spain,6.7
The Ninth Gate,United States,6.7
A Town Called Panic,Belgium,7.5
A Town Called Panic,Luxembourg,7.5
A Town Called Panic,France,7.5
Sweet Country,Australia,6.9
Game Change,United States,7.4
Penelope,United Kingdom,6.7
Penelope,United States,6.7
Don't Torture a Duckling,Italy,7.1
Igby Goes Down,United States,6.9
The Decline of Western Civilization Part II: The Metal Years,United States,7.2
The Brand New Testament,Belgium,7.1
The Brand New Testament,France,7.1
The Brand New Testament,Luxembourg,7.1
Ugly,India,8.0
"Jeff, Who Lives at Home",United States,6.5
Resolution,United States,6.4
The Little Princess,United States,7.2
The Love Witch,United States,6.2
Ben X,Belgium,7.4
Ben X,Netherlands,7.4
Bilal: A New Breed of Hero,United Arab Emirates,7.9
Bilal: A New Breed of Hero,United States,7.9
Bilal: A New Breed of Hero,Switzerland,7.9
Teddy Bear,United States,7.1
The War Zone,Italy,7.3
The War Zone,United Kingdom,7.3
The Party,United States,6.6
Anti Matter,United Kingdom,5.8
Stake Land,United States,6.5
The Babushkas of Chernobyl,United States,7.9
Cul-de-sac,United Kingdom,7.1
I Dream in Another Language,Mexico,7.4
I Dream in Another Language,Netherlands,7.4
Alive Inside,United States,8.2
The Gathering Storm,United Kingdom,7.5
The Gathering Storm,United States,7.5
The Hospital,United States,7.2
Broken Blossoms,United States,7.3
Wrinkles,Spain,7.6
Like Crazy,United States,6.7
Journey's End,United Kingdom,6.6
Internal Affairs,United States,6.5
Internal Affairs,Canada,6.5
Changing Lanes,United States,6.4
Longford,United Kingdom,7.6
Longford,United States,7.6
Nas: Time Is Illmatic,United States,7.1
Agora,Spain,7.2
Agora,Malta,7.2
Agora,Bulgaria,7.2
The Dresser,United Kingdom,7.6
Café Society,United States,6.6
Trees Lounge,United States,7.1
Sharkwater Extinction,unknown,7.7
Suburbia,United States,7.0
Raising Victor Vargas,France,7.2
Raising Victor Vargas,United States,7.2
Faults,United States,6.7
Milius,United States,7.5
City of Ghosts,United States,7.4
Proof,United States,7.2
The First Time,United States,6.8
The Mountain II,Turkey,8.9
Danger Close,Australia,6.9
Back Roads,United States,6.7
Troop Zero,United States,6.9
Salmon Fishing in the Yemen,United Kingdom,6.8
Street Fight,United States,7.9
Battle of Britain,United Kingdom,7.0
Titli,India,7.6
Mr. Six,China,7.0
Blood and Black Lace,Italy,7.2
Blood and Black Lace,France,7.2
Blood and Black Lace,West Germany,7.2
Blood and Black Lace,Monaco,7.2
Jin-Roh: The Wolf Brigade,Japan,7.4
The Tuskegee Airmen,United States,7.1
She's Beautiful When She's Angry,United States,7.8
Maidentrip,United States,7.5
The Laramie Project,United States,7.2
The Golem: How He Came into the World,Germany,7.2
Dilwale Dulhania Le Jayenge,India,8.1
Support Your Local Sheriff,United States,7.5
Last Cab to Darwin,Australia,7.2
Burn Notice: The Fall of Sam Axe,United States,7.2
The Plague Dogs,United Kingdom,7.8
The Plague Dogs,United States,7.8
Cloudburst,United States,7.2
Cloudburst,Canada,7.2
Valentine Road,United States,7.1
Wendy and Lucy,United States,7.1
Rat Race,United States,6.4
Rat Race,Canada,6.4
Rivers and Tides,Germany,7.9
Rivers and Tides,Finland,7.9
Rivers and Tides,United Kingdom,7.9
Rivers and Tides,Canada,7.9
Fan,United States,7.0
All the Mornings of the World,France,7.5
Light of My Life,United States,6.6
The Big Combo,United States,7.4
The Beauty Inside,South Korea,7.4
Beneath Hill 60,Australia,7.1
Naked Gun 33⅓: The Final Insult,United States,6.5
Recount,United States,7.4
Dragonslayer,United States,6.7
Dragonslayer,United Kingdom,6.7
Lawn Dogs,United Kingdom,7.5
The Flowers of War,China,7.6
The Flowers of War,Hong Kong,7.6
Reefer Madness: The Movie Musical,United States,7.1
Reefer Madness: The Movie Musical,Germany,7.1
Reefer Madness: The Movie Musical,Canada,7.1
Veteran,South Korea,7.0
Mardaani,India,7.3
Thin,United States,7.4
California Split,United States,7.2
Out of Time,United States,6.5
Tales of the Grim Sleeper,United Kingdom,7.0
Tales of the Grim Sleeper,United States,7.0
Fahrenheit 11/9,United States,6.9
Gimme Danger,United States,7.2
Salaam Namaste,India,6.2
D.O.A.,United States,7.3
McLintock!,United States,7.2
The Long Riders,United States,7.0
Any Day Now,United States,7.5
"Fat, Sick & Nearly Dead",Australia,7.5
"Fat, Sick & Nearly Dead",United States,7.5
Kill the Irishman,United States,7.1
A Coffee in Berlin,Germany,7.4
Penny Serenade,United States,7.1
Rocket Singh: Salesman of the Year,India,7.5
Mr. Mom,United States,6.5
Gozu,Japan,7.0
The Nutty Professor,United States,6.7
Blood Brother,United States,8.3
The Weather Underground,United States,7.5
The Falcon and the Snowman,United Kingdom,6.8
The Falcon and the Snowman,United States,6.8
The Falcon and the Snowman,Mexico,6.8
We Are Still Here,United States,5.7
Miss Granny,Philippines,7.3
Eye of the Needle,United Kingdom,7.1
Avanti!,Italy,7.2
Avanti!,United States,7.2
A Girl Like Her,United States,7.0
Cries from Syria,United States,8.1
Cries from Syria,Czech Republic,8.1
Trouble the Water,United States,7.4
Shut Up and Play the Hits,United Kingdom,7.4
Still Mine,Canada,7.4
Alleluia! The Devil's Carnival,United States,6.8
Padmaavat,India,7.0
Why We Fight,United Kingdom,8.0
Why We Fight,France,8.0
Why We Fight,Denmark,8.0
Why We Fight,Canada,8.0
Why We Fight,United States,8.0
Bill & Ted's Bogus Journey,United States,6.3
Bones Brigade: An Autobiography,United States,8.1
The Young and Prodigious T.S. Spivet,France,7.1
The Young and Prodigious T.S. Spivet,Canada,7.1
Hype!,United States,7.6
Your Vice Is a Locked Room and Only I Have the Key,Italy,6.8
Sign 'o' The Times,United States,8.1
Sign 'o' The Times,Canada,8.1
Ghosts of Abu Ghraib,United States,7.8
The Connection,France,7.1
The Connection,Belgium,7.1
The Bodyguard,United Kingdom,6.3
The Birth of a Nation,United States,6.4
The Decline of the American Empire,Canada,7.2
Guava Island,United States,6.7
The Kentucky Fried Movie,United States,6.5
The Ninth Configuration,United States,7.0
Chico & Rita,Spain,7.2
Chico & Rita,United Kingdom,7.2
Rewind This!,United States,7.1
The Bride with White Hair,Hong Kong,6.9
Fast Color,United States,6.0
An American Crime,United States,7.3
Dick Tracy,United States,6.1
Alamar,Mexico,7.3
Coffy,United States,6.8
Strangled,Hungary,7.0
Balibo,Australia,7.1
We Are Legion: The Story of the Hacktivists,United States,7.3
We Are Legion: The Story of the Hacktivists,United Kingdom,7.3
Ashes of Time,Hong Kong,7.2
Ashes of Time,Taiwan,7.2
Casting By,United States,7.6
The Little Shop of Horrors,United States,6.3
The Island,United States,7.9
Neds,United Kingdom,7.0
Neds,France,7.0
Neds,Italy,7.0
The Cutting Edge,United States,6.9
Meet the Patels,United States,7.2
Topkapi,United States,7.0
F/X,United States,6.7
Hara-Kiri: Death of a Samurai,Japan,7.3
Hara-Kiri: Death of a Samurai,United Kingdom,7.3
Sui Dhaaga - Made in India,India,6.8
Chuck Norris vs Communism,United Kingdom,7.5
Chuck Norris vs Communism,Romania,7.5
Chuck Norris vs Communism,United States,7.5
Climates,Turkey,7.2
Climates,France,7.2
The True Cost,Bangladesh,7.7
The True Cost,United States,7.7
The True Cost,Cambodia,7.7
The True Cost,China,7.7
The True Cost,Denmark,7.7
The True Cost,France,7.7
The True Cost,Haiti,7.7
The True Cost,India,7.7
The True Cost,Italy,7.7
The True Cost,Uganda,7.7
The True Cost,United Kingdom,7.7
Dog Pound,France,7.0
Dog Pound,Canada,7.0
Dog Pound,United Kingdom,7.0
Liquid Sky,United States,6.2
The Hole in the Ground,Ireland,5.7
The Hole in the Ground,United Kingdom,5.7
The Hole in the Ground,Belgium,5.7
The Hole in the Ground,Finland,5.7
Dave Made a Maze,United States,6.2
Creepy,Japan,6.3
Haunters: The Art of the Scare,United States,6.6
The Ghazi Attack,India,7.6
Young and Innocent,United Kingdom,6.9
The Night Eats the World,France,6.0
Marlina the Murderer in Four Acts,Indonesia,7.0
Marlina the Murderer in Four Acts,France,7.0
Marlina the Murderer in Four Acts,Malaysia,7.0
Marlina the Murderer in Four Acts,Thailand,7.0
I Capture the Castle,United Kingdom,6.9
No No: A Dockumentary,United States,7.2
Badrinath Ki Dulhania,India,6.2
Belle and Sebastian,France,6.9
White Sun,Nepal,7.1
White Sun,Netherlands,7.1
White Sun,Qatar,7.1
White Sun,United States,7.1
White Sun,United Kingdom,7.1
What's in a Name,United States,7.3
Bully,United States,6.9
Bully,France,6.9
Bully,United Kingdom,6.9
Another Country,United Kingdom,7.1
The Decline of Western Civilization Part III,United States,7.1
The Midnight Meat Train,United States,6.1
The Midnight Meat Train,United Kingdom,6.1
The Living Dead at Manchester Morgue,Spain,6.8
The Living Dead at Manchester Morgue,Italy,6.8
Somers Town,United Kingdom,6.9
Nothing Sacred,United States,6.9
Aberdeen,United Kingdom,7.1
Aberdeen,Sweden,7.1
Aberdeen,Norway,7.1
Mystery Road,Australia,6.6
10 Rillington Place,United Kingdom,7.6
Spring in a Small Town,China,7.4
The Man in the Iron Mask,France,6.5
The Man in the Iron Mask,United States,6.5
The Boys of St. Vincent,Canada,7.6
High Life,France,5.8
High Life,United Kingdom,5.8
High Life,Germany,5.8
High Life,Poland,5.8
Under the Silver Lake,United States,6.5
Jean-Michel Basquiat: The Radiant Child,United States,7.8
The Farewell Party,Israel,7.1
The Farewell Party,Germany,7.1
Breakfast on Pluto,Ireland,7.2
Breakfast on Pluto,United Kingdom,7.2
Give Up Tomorrow,United States,7.7
Give Up Tomorrow,United Kingdom,7.7
The Big Easy,United States,6.5
Double Dare,United States,7.4
Amal,Canada,7.5
Finders Keepers,United States,6.8
M.F.A.,United States,6.1
After Tiller,United States,7.5
You're Not You,United States,7.3
Gideon's Army,United States,7.7
The Rape of Europa,United States,7.7
Mr. Calzaghe,United Kingdom,8.0
Mr. Calzaghe,United States,8.0
Wait for Your Laugh,United States,8.3
That Sugar Film,Australia,7.5
A Field in England,United Kingdom,6.3
Meatballs,Canada,6.2
The Quiet Family,South Korea,7.0
Western,Germany,7.0
Western,Bulgaria,7.0
Western,Austria,7.0
Morvern Callar,United Kingdom,6.8
Morvern Callar,Canada,6.8
Trouble Is My Business,United States,6.0
Call Me Kuchu,United States,7.6
Call Me Kuchu,Uganda,7.6
Just Eat It: A Food Waste Story,Canada,7.2
Just Eat It: A Food Waste Story,United Kingdom,7.2
Just Eat It: A Food Waste Story,United States,7.2
Cockfighter,United States,7.1
Winning: The Racing Life of Paul Newman,United States,7.6
Best Kept Secret,United States,7.4
