Title,Directors,IMDb
All the Love You Cannes!,Gabriel Friedman,6.5
All the Love You Cannes!,Lloyd Kaufman,6.5
All the Love You Cannes!,Sean McGrath,6.5
"Caltiki, the Immortal Monster",Riccardo Freda,6.0
"Caltiki, the Immortal Monster",Mario Bava,6.0
Robo Vampire,Godfrey Ho,3.6
The Bonnie Parker Story,William Witney,5.9
Blue Ridge,Brent Christy,6.0
Calm at Sea,Volker Schlöndorff,6.7
Racing Colt,Scott Damian,7.3
Racing Colt,Heather R. Provost,7.3
The Last Truck: Closing of a GM Plant,Steven Bognar,6.9
The Last Truck: Closing of a GM Plant,Julia Reichert,6.9
Ninah's Dowry,Victor Viyuoh,8.2
Foreign Exchange,Svetlana Cvetko,4.1
Rock Hudson's Home Movies,Mark Rappaport,5.8
Looking For Lola,Boaz Davidson,5.6
The Incredible Melting Man,William Sachs,4.2
Tanzania Transit,Jeroen Van Velzen,7.8
Josh Blue: Sticky Change,Jay Chapman,7.5
Devil in My Ride,Gary Michael Schultz,4.6
Lord Montagu,Luke Korem,8.0
The Boys Club,John Fawcett,6.3
The Domino Principle,Stanley Kramer,5.7
Mausoleum,Michael Dugan,5.1
The Day the '60s Died,Jonathan Halperin,7.3
Pursued,Raoul Walsh,5.2
The Donner Party,Terrence Martin,5.1
Islamic Art: Mirror of the Invisible World,Robert H. Gardner,6.9
The Lost World of Mr. Hardy,Heike Bachelier,8.1
The Lost World of Mr. Hardy,Andy Heathcote,8.1
Within the Whirlwind,Marleen Gorris,6.8
Death at a Barbecue,Larry Rosen,6.5
Swelter,Keith Parmer,4.5
Apocalypse Soon: The Making of 'Citizen Toxie',Gabriel Friedman,7.9
5150,Michael Cory Davis,4.0
The Divine Tragedies,Jose Prendes,3.4
Chasing Fifty,Vojtech Kotek,5.6
The Maker,Tim Hunter,5.4
Bob Saget: Zero to Sixty,Jay Chapman,6.1
Into the Sun,mink,4.4
The Man of the Crowd,Marcelo Gomes,6.5
The Man of the Crowd,Cao Guimarães,6.5
The Man of the Crowd,Marcelo Gomes,6.5
The Man of the Crowd,Cao Guimarães,6.5
The Giant Spider,Christopher R. Mihm,5.3
My Brother the Time Traveler,Jake Van Wagoner,6.0
Yamasong: March of the Hollows,Sam Koji Hale,5.0
Sunday Morning Rapture,William Sheals,6.1
Phir Milenge,Revathy,6.1
Invitation to Hell,Wes Craven,5.0
El enamorado,Miguel Zacarías,7.1
Life Off Grid,Jonathan Taggart,6.6
I'm Now: The Story Of Mudhoney,Adam Pease,7.6
I'm Now: The Story Of Mudhoney,Ryan Short,7.6
Lift,Dick Maas,6.1
After Braveheart,unknown,7.3
Max and Mona,Teddy Mattera,5.8
"Mr. Wong, Detective",William Nigh,6.2
C.C. and Company,Seymour Robbie,4.8
Success Is the Best Revenge,Jerzy Skolimowski,6.0
Gremlin,Joe Dante,3.7
The Cub Tiger from Kwang Tung,Mu Chu,5.3
The Cub Tiger from Kwang Tung,Hai-Feng Wei,5.3
Day of the Wolves,Ferde Grofé Jr.,5.9
Taken Heart,Steven R. Monroe,4.0
Barn Burning,Peter Werner,6.0
Electric Slide,Tristan Patterson,4.7
Christmas Belles,Terri J. Vaughn,6.8
Wolves in the Snow,Michel Welterlin,6.2
Jens Pulver: Driven,Gregory Bayne,6.8
Dangerously Close,Albert Pyun,5.5
Pinochet's Last Stand,Richard Curson Smith,6.1
A Haunting at the Hoyt Library,Steven 'Prozak' Shippy,5.7
Always Watching: A Marble Hornets Story,James Moran,4.7
Black Field,Vardis Marinakis,6.3
Fatty Joins the Force,George Nichols,5.3
Lakay,Tirf Alexius,8.1
The Pastor and the Pro,Matthew Wilson,4.8
New Faces,unknown,6.4
The Bigfoot Election,Ryan Turri,7.2
"Rio, I Love You",Vicente Amorim,5.2
"Rio, I Love You",Guillermo Arriaga,5.2
"Rio, I Love You",Stephan Elliott,5.2
"Rio, I Love You",Sang-soo Im,5.2
"Rio, I Love You",Nadine Labaki,5.2
"Rio, I Love You",Fernando Meirelles,5.2
"Rio, I Love You",José Padilha,5.2
"Rio, I Love You",Carlos Saldanha,5.2
"Rio, I Love You",Paolo Sorrentino,5.2
"Rio, I Love You",John Turturro,5.2
"Rio, I Love You",Andrucha Waddington,5.2
"Rio, I Love You",César Charlone,5.2
West End,Joe Basile,5.9
Torment,Claude Chabrol,4.7
John Wycliffe,Tony Tew,6.7
Endgame,unknown,5.3
The Passing,Muzaffar Ali,5.9
Fortress 2,Geoff Murphy,4.6
No Manches Frida 2,Nacho G. Velilla,4.0
A Mosquito-Man,Michael Manasseri,4.8
My Dear Secretary,Charles Martin,5.7
Vietnam: American Holocaust,Clay Claiborne,7.7
In the Custody of Strangers,Robert Greenwald,6.5
The Perfect Age of Rock 'n' Roll,Scott D. Rosenbaum,5.9
Prince Among Slaves,Andrea Kalin,7.9
Prince Among Slaves,Bill Duke,7.9
"Died Young, Stayed Pretty",Eileen Yaghoobian,7.4
Paranormal Island,Marty Murray,3.1
The Torture Chamber of Dr. Sadism,Harald Reinl,5.9
The Cry Baby Killer,Justus Addiss,5.1
Fireman Sam: The Great Fire of Pontypandy,Jerry Hibbert,6.3
Fireman Sam: The Great Fire of Pontypandy,Becky Bristow,6.3
The Strongest Man,Kenny Riches,6.2
Vigil,Vincent Ward,6.9
Mango Souffle,Mahesh Dattani,5.3
The Lady and the Highwayman,John Hough,5.7
The Tents,James Belzer,6.6
Night Mayor,Guy Maddin,7.0
Heroes Don't Come Home,Jake Hulse,5.2
Trump: The Art of the Insult,Joel Gilbert,5.8
Rudy Ruettiger: The Walk On,Nick Nanton,7.7
The Fence (La Barda),Rory Kennedy,6.9
Odd Squad: The Movie,J.J. Johnson,5.9
The Coca-Cola Case,Carmen Garcia,6.4
The Coca-Cola Case,German Gutierrez,6.4
Dwayne Perkins: Take Note,Ian Harris,7.2
Behind Green Lights,Otto Brower,6.4
A Cadaver Christmas,Joe Zerull,4.7
The Sun Sets at Dawn,Paul Sloane,6.2
A Beautiful Now,Daniela Amavia,5.5
Peony Pavilion,Yonfan,6.6
Freddie Mercury: The King of Queen,Jordan Hill,6.3
Making a Killing,Devin Hume,4.9
Guess What We Learned in School Today?,John G. Avildsen,4.5
Dinotasia,David Krentz,5.6
Dinotasia,Erik Nelson,5.6
Dinotasia,David E. Duncan,5.6
YZ,Sameer Vidwans,7.3
The Oily Maniac,Meng Hua Ho,5.7
Pablo,Fernando León de Aranoa,6.4
To Play or to Die,Frank Krom,6.3
Alistair1918,Annie K. McVey,5.6
The Shadow Strikes,Lynn Shores,5.0
Sky Line,Miguel Drake-McLaughlin,5.7
Sky Line,Jonny Leahan,5.7
Rogue Saints,Adam Lubanski,6.8
The Swinging Cheerleaders,Jack Hill,5.1
Burn the Ships,Danielle Miller,7.7
Burn the Ships,Julia Thorndike,7.7
Radioman,Mary Kerr,6.9
Insecticidal,Jeffery Scott Lando,3.2
The Covenant,Renny Harlin,5.0
Henry VII: Winter King,Giulia Clark,7.0
Henry VII: Winter King,Stuart Elliott,7.0
One Shot,Christopher McQuarrie,3.6
Somebody's Hero,Darin Beckstead,6.4
Night Zero,Mark Cantu,3.0
Edge,Shane Black,7.3
The Networker,John A. Gallagher,7.2
School's Out,Jared Cohn,7.4
Standing Ovation,Stewart Raffill,3.2
Black Luck,Jason Levering,6.8
Black Luck,David M. Weiss,6.8
Calamity Jane and Sam Bass,George Sherman,6.0
Danny,Michael Curtiz,7.5
Betty Blowtorch: And Her Amazing True Life Adventures,Antonia Scarpa,7.4
Restoration,Michael Hoffman,6.8
The Mason Brothers,Keith Sutliff,5.2
Fits and Starts,Laura Terruso,5.9
Nobody Walks in L.A.,Jesse Shapiro,5.8
Courage,Angelo Pizzo,4.7
Wannabes,Charles A. Addessi,5.7
Wannabes,William DeMeo,5.7
Adjust Your Color: The Truth of Petey Greene,Loren Mendell,7.3
Vegas: Based on a True Story,Amir Naderi,6.7
Three Men From Texas,Lesley Selander,7.0
Solva Saal,Raj Khosla,7.0
Dooman River,Lu Zhang,6.6
Man of Iron,Andrzej Wajda,6.4
Durant's Never Closes,Travis Mills,5.5
Song of the South: Duane Allman and the Birth of the Allman Brothers Band,Tom O'Dell,8.0
The Killing of Angel Street,Donald Crombie,6.5
Prince: A Purple Reign,Rhodri Huw,7.2
Charlotte's Song,Nicholas Humphries,4.6
The Good Student,David Ostry,4.9
A Life Among Whales,Bill Haney,8.4
Kaatrin Mozhi,Radha Mohan,7.3
Here Comes Trouble,Fred Guiol,5.6
The Ashram,Ben Rekhi,5.1
In the Woods,Angelos Frantzis,4.2
Son-Rise: A Miracle of Love,Glenn Jordan,7.5
Werewolf in a Girls' Dormitory,Paolo Heusch,4.9
Trampoline,Thomas Ryan,7.2
Street Level,David Labrava,6.0
The Apple Pushers,Mary Mazzio,6.7
Engrams,Armando Luis Alvarez,8.1
40 Days at Base Camp,Dianne Whelan,6.7
A Matter of Sex,Lee Grant,6.6
The Hills Have Eyes Part 2,Wes Craven,3.8
Hi Diddle Diddle,Andrew L. Stone,6.6
Hi Diddle Diddle,Friz Freleng,6.6
Friended to Death,Sarah Smick,4.9
Swarg,David Dhawan,6.7
Slightly Scarlet,Allan Dwan,6.8
Be Mine,Anthony David,4.6
Be Mine,Steven Vasquez,4.6
Caught in the Game,Michael Merrill,5.8
The Haunting of Hell House,Mitch Marcus,4.4
Mad,unknown,6.5
A Doll's House,Patrick Garland,5.9
Sam Kinison: Why Did We Laugh?,Larry Carroll,6.9
Yes: Symphonic Live,Aubrey Powell,8.3
Valerie,unknown,5.9
Happiness is a Four-Letter Word,Thabang Moleya,6.7
Blood Sabbath,Brianne Murphy,4.2
Women & Sometimes Men,Lesley Demetriades,3.9
Stalked by My Mother,Doug Campbell,5.0
Paul McCartney Really Is Dead: The Last Testament of George Harrison,Joel Gilbert,4.6
Falling from the Sky: Flight 174,Jorge Montesi,5.7
Space Dogs,Elsa Kremser,5.1
Space Dogs,Levin Peter,5.1
Friends Effing Friends Effing Friends,Quincy Rose,4.5
Madeline: My Fair Madeline,Scott Heming,5.6
Top Cat Begins,Andrés Couturier,4.2
Today and Tomorrow,Alejandro Chomski,6.1
Room to Move,John Duigan,6.0
Armistice,Luke Massey,7.1
Christmas on Holly Lane,Michael M. Scott,6.2
Belvedere,unknown,6.7
The Web of Death,Yuen Chor,6.2
Colt Comrades,Lesley Selander,6.7
Laugh Killer Laugh,Kamal Ahmed,4.9
Santa and Pete,Duwayne Dunham,6.4
The Shadow of Chikara,Earl E. Smith,5.5
Hoppy Serves A Writ,George Archainbaud,6.9
Hell's Kitty,Nicholas Tana,3.4
Christmas Child,Bill Ewing,6.1
Christmas Child,Bart Gavigan,6.1
My Grandmother Ironed the King's Shirts,Torill Kove,6.9
Black Roots,Lionel Rogosin,7.0
The Green Glove,Rudolph Maté,6.2
Pauly Shore Stands Alone,Pauly Shore,7.0
The Adventures of Ociee Nash,Kristen McGary,5.5
If These Knishes Could Talk: The Story of the NY Accent,Heather Quinlan,7.0
Andrew Santino: Home Field Advantage,Brandon Dermer,5.6
Asteroid vs Earth,Christopher Ray,2.7
Cup of Love,David Jackson,5.1
Field Punishment No.1,Peter Burger,6.9
Holy Flame of the Martial World,Chun-Ku Lu,7.0
The Nutcracker Sweet,Eduardo Schuldt,5.2
The Blueberry Hunt,Anup Kurian,5.7
Trouble with Sex,Fintan Connolly,5.1
Going on 13,Kristy Guevara-Flanagan,8.8
Going on 13,Dawn Valadez,8.8
We've Forgotten More Than We Ever Knew,Thomas Woodrow,5.0
Prince of Bel Air,Charles Braverman,5.9
Drive Thru,Brendan Cowles,4.5
Drive Thru,Shane Kuhn,4.5
Net Worth,Jerry Ciccoritti,7.3
His Double Life,Peter Sullivan,6.4
Andrew Dice Clay: Indestructible,Scott L. Montoya,7.2
Pray for Rain,Alex Ranarivelo,5.2
The Death Kiss,Edwin L. Marin,6.0
Princes of the Yen,Michael Oswald,7.7
"Watch Me, Alone",Simon Edwards,2.9
Sweet Karma,Andrew Thomas Hunt,5.2
Sharktopus vs. Whalewolf,Kevin O'Neill,3.2
One Rainy Afternoon,Rowland V. Lee,6.1
Tenkai Knights,unknown,6.4
The Rooftop Christmas Tree,David Winning,6.1
Earth Angel,Joe Napolitano,5.7
Shadows & Lies,Jay Anania,4.3
The Keeper,Marcus H. Rosenmüller,4.7
Clockwork Orange County,Jonathan W.C. Mills,6.4
Maniac Cop 3: Badge of Silence,William Lustig,5.0
Crisis Point,Adrian Wills,4.6
Bullwhip,Harmon Jones,5.2
Livin' for Love: The Natalie Cole Story,Robert Townsend,6.6
Cruel Will,Arthur Romeo,3.5
Deadtime Stories,Jeffrey Delman,4.8
Little Fugitive,Ray Ashley,5.9
Little Fugitive,Morris Engel,5.9
Little Fugitive,Ruth Orkin,5.9
Blue Tiger,Norberto Barba,5.6
Bad is Bad,Kent Lamm,6.0
Mercy Christmas,Ryan Nelson,5.0
A Night with Lou Reed,Clark Santee,7.5
Jenny McCarthy's Dirty Sexy Funny,Joe DeMaio,5.5
"Duch, Master of the Forges of Hell",Rithy Panh,7.2
Bears,Aaron Blaise,7.3
Bears,Robert Walker,7.3
Evil of Dracula,Michio Yamamoto,6.2
The Bandit Hound,Michelle Danner,5.8
Drive Hard,Brian Trenchard-Smith,4.3
Pilgrim's Progress,Robert Fernandez,5.7
Curse of the Mayans,Joaquin Rodriguez,3.2
Rekka,Rathina Shiva,4.9
All at Once,Jon Abrahams,5.8
Holy Matrimony,Leonard Nimoy,5.1
A Promise of Time Travel,Craig Jessen,4.9
The Assassin's Code,David A. Armstrong,5.0
Ascent to Hell,Dena Hysell-Cornejo,4.2
16 Photographs at Ohrdruf,Matthew Nash,7.0
16 Photographs at Ohrdruf,Michael Equi,7.0
Journey Together,John Boulting,6.7
Del Shores: Sordid Confessions,Emerson Collins,8.3
Candlestick,Christopher Presswell,5.5
Yellow Fever,Ray Yeung,7.1
Forgotten,Hang-jun Jang,8.1
Welcome to Kutsher's: The Last Catskills Resort,Caroline Laskow,7.7
Welcome to Kutsher's: The Last Catskills Resort,Ian Rosenberg,7.7
"6 Dynamic Laws for Success (in Life, Love & Money)",Gregory Bayne,7.4
We Were Wolves,Jordan Canning,7.1
3 A.M,Lee Davis,5.1
Atlas in the Land of the Cyclops,Antonio Leonviola,4.7
Indomitable: The dragonphoenix chronicles,Thanos Kermitsis,5.9
Antarctica,Frank Marshall,7.0
Blackbelt,Charles Philip Moore,5.4
Blackbelt,Rick Jacobson,5.4
Life in the Hole,Tony Mendoza,5.8
Welcome to Paradise,Brent Huff,5.5
Santa Claus Conquers the Martians,Nicholas Webster,2.7
A Cry from the Streets,Lewis Gilbert,6.5
House by the Lake,Adam Gierasch,3.5
Rage at Dawn,Tim Whelan,6.0
The Green Dragon Inn,Min-Hsiung Wu,6.5
Dracula: The True Story,Matthias Kessler,6.9
Confidence Girl,Andrew L. Stone,6.1
Short Skin,Duccio Chiarini,6.5
Go Tell It On The Mountain,Stan Lathan,7.0
Fatal Call,Jack Snyder,4.2
Kruel,Robert Henderson,4.0
Trouble Bound,Jeffrey Reiner,5.7
3 Hours till Dead,Jason Mills,4.2
City Beneath the Sea,Irwin Allen,5.3
Stuck on You!,Michael Herz,4.5
Stuck on You!,Lloyd Kaufman,4.5
Riddle Room,Bryan Binder,3.0
Richard Jeni: Platypus Man,Keith Truesdell,8.4
Gang of Roses,Jean-Claude La Marre,2.4
Up Syndrome,Duane Graves,7.6
Taken Too Far,Paul Lynch,4.7
The Cannibal Man,Eloy de la Iglesia,6.2
Forget Me Never,Robert Allan Ackerman,5.9
Limbo,Mark Young,6.7
Bikini Model Academy,Straw Weisman,2.1
The Swiss Conspiracy,Jack Arnold,4.9
Mercenary for Justice,Don E. FauntLeRoy,4.1
Beyond the Law,James Cullen Bressack,6.2
Dohchay,Sudheer Varma,5.9
Black Eagle,Eric Karson,3.8
Lies I Told My Little Sister,William J. Stribling,7.7
Ek Phool Do Mali,Devendra Goel,6.6
Nashville Girl,Gus Trikonis,6.1
Love All You Have Left,Matt Sivertson,7.3
Base,Richard Parry,4.8
Winterhawk,Charles B. Pierce,5.6
A Long Way Off,Michael Davis,4.5
A Long Way Off,John Errington,4.5
My Last Round,Julio Jorquera Arriagada,6.7
Wolf,Mike Nichols,6.9
Viva Algeria,Nadir Moknèche,5.7
Divination,Ben Pohl,4.1
The Speed Kings,Wilfred Lucas,5.0
Wesley Willis: The Daddy of Rock 'n' Roll,Daniel Bitton,7.2
Alison's Choice,Bruce Marchiano,5.0
100% arabica,Mahmoud Zemmouri,5.8
Maki,Naghmeh Shirkhan,7.0
"Dark, Deadly & Dreadful",Luke Jaden,4.9
"Dark, Deadly & Dreadful",Jeanne Jo,4.9
"Dark, Deadly & Dreadful",Arif Khan,4.9
"Dark, Deadly & Dreadful",Young Min Kim,4.9
"Dark, Deadly & Dreadful",Damien LeVeck,4.9
"Dark, Deadly & Dreadful",Joe Russo,4.9
"Dark, Deadly & Dreadful",Allisyn Snyder,4.9
"Dark, Deadly & Dreadful",Ben Sottak,4.9
Scattered Dreams,Neema Barnette,5.5
After Mein Kampf,Ralph Porter,5.6
Quick,Mikael Håfström,5.8
The Dark Side of The Moon,D.J. Webster,5.0
Cheers For Miss Bishop,Tay Garnett,6.5
Kill and Pray,Carlo Lizzani,6.5
Milan,Mahesh Bhatt,6.9
Daddy's Deadly Darling,Marc Lawrence,4.7
Maz Jobrani: Brown and Friendly,Brent Carpenter,7.3
Buttwhistle,Tenney Fairchild,4.3
Gary Gulman: Boyish Man,Michael Bloom,6.8
Gary Gulman: Boyish Man,Chuck Vinson,6.8
8 X 10 Tasveer,Nagesh Kukunoor,5.4
Parts Per Billion,Brian Horiuchi,4.3
Led Zeppelin: The Origin of the Species,unknown,8.1
Holy Man: The USA vs Douglas White,Jennifer Jessum,7.4
Cyclone,Fred Olen Ray,4.8
100 Days Before the Command,Hussein Erkenov,5.3
"The Life, Blood and Rhythm of Randy Castillo",Wynn Ponder,8.5
Mothers of the Bride,Sam Irvin,4.6
Access to the Danger Zone,Peter Casaer,7.3
Access to the Danger Zone,Eddie Gregoor,7.3
The Hangman,Michael Curtiz,6.6
Starboard Light,Nick Fitzhugh,6.6
The Real King's Speech,David Barrie,7.5
The Real King's Speech,Mark Rossiter,7.5
The Conquest of Everest,George Lowe,7.1
Shanty Tramp,Joseph G. Prieto,5.9
Epoch,Matt Codd,4.9
The Cutter,William Tannen,5.0
Hansel and Gretel,Len Talan,6.4
Outpost 11,Anthony Woodley,3.8
Mechanical Love,Phie Ambo,6.7
The Complex,Paul Raschid,5.1
Christmas Crash,Terry Ingram,4.7
When Stand Up Stood Out,Fran Solomita,6.3
Interference,Christoph Lehmann,3.4
The Lights of Ten Thousand Homes,Fu Shen,7.3
Scott's Pizza Tours,Ryan Jones,7.3
Scott's Pizza Tours,Ryan Jones,7.3
Scott's Pizza Tours,Shawn Willis,7.3
Riders of Destiny,Robert N. Bradbury,5.5
Can She Bake A Cherry Pie?,Henry Jaglom,5.5
Central Park,unknown,3.8
The Legend of King Solomon,Albert Hanan Kaminski,4.4
Nerve,Henry Joost,4.7
Nerve,Ariel Schulman,4.7
The Ark,unknown,4.9
Silver Rain,Juliet Asante,6.9
2 Jacks,Bernard Rose,4.8
Truck Stop Women,Mark L. Lester,4.6
Welcome Nowhere,Kate Ryan,7.4
Kshanbhar Vishranti,Sachit Patil,6.2
Alice of Wonderland in Paris,Gene Deitch,4.9
Dark Legacy,John Hankey,6.4
In Search of Ancient Mysteries,Fred Warshofsky,6.7
The Great Smokey Roadblock,John Leone,5.2
Clara and Me,Arnaud Viard,6.5
American Violence,Timothy Woodward Jr.,4.5
The Ghost in the Invisible Bikini,Don Weis,4.5
The Best Government Money Can Buy?,Francis Megahy,7.8
Mirror Mirror 2: Raven Dance,Jimmy Lifton,3.7
Lady Death,Sergey Mokritskiy,5.3
The Rebound,Bart Freundlich,8.0
The Devil Within,Tom Hardy,3.2
Diego Star,Frédérick Pelletier,6.7
Deadly Hero,Ivan Nagy,5.9
Going to War,Sebastian Junger,7.5
Going to War,Karl Marlantes,7.5
There Once was an Island: Te Henua e Nnoho,Briar March,7.8
The Fearless Young Boxer,Jimmy Shaw,6.5
Trouble in Paradise,Ernst Lubitsch,5.1
A Horse Called Bear,Daniel Knudsen,3.8
A Society Sensation,Edmund Mortimer,5.5
A Society Sensation,Paul Powell,5.5
Fugitive Rage,Fred Olen Ray,4.3
Indiscreet,Stanley Donen,6.3
Zinda,Sanjay Gupta,4.9
Efterklang: The Ghost of Piramida,Andreas Koefoed,7.7
A Woman in Danger,Ji-yeong Jeong,6.2
"20,000 Miles on a Horse",Tom Jennings,7.8
8 Wheels & Some Soul Brotha' Music,Tyrone D. Dixon,8.9
Ice Princess Lily,Sven Unterwaldt Jr.,5.0
Under Western Stars,Joseph Kane,6.1
Johnny Was,Mark Hammond,5.5
Beau Jest,James Sherman,6.4
Who Is Alice?,unknown,5.9
Martin Clunes & a Lion Called Mugie,Dominic Ozanne,7.1
Hell's Belles,Maury Dexter,5.6
Boyz 2,Vishal Devrukhkar,6.8
My Brother Jack,Ken Cameron,6.2
Long Live The King,Yoon-Seong Kang,7.1
Karam,Sanjay F. Gupta,5.5
Char·ac·ter,Drago Sumonja,7.3
Shadow Zombie,Jorge Torres-Torres,6.1
Summercamp!,Bradley Beesley,6.8
Summercamp!,Sarah Price,6.8
Alcatraz Prison Escape: Deathbed Confession,John Edward Lee,5.4
All Through the House,Todd Nunes,4.4
Shuttle Life,Seng Kiat Tan,6.5
The Beaumonts,Jamie Sharps,6.2
Impulse,unknown,4.7
The Tormented,Mario Gariazzo,3.3
A Fly in the Champagne,Matt Beauchesne,7.3
Death Bed: The Bed That Eats,George Barry,4.3
The Summer of All My Parents,Diastème,5.4
Mondo Cane 2,Gualtiero Jacopetti,6.0
Mondo Cane 2,Franco Prosperi,6.0
Section 60: Arlington National Cemetery,Jon Alpert,7.1
Section 60: Arlington National Cemetery,Matthew O'Neill,7.1
Vintage Sinatra,David Leaf,5.902751
Vintage Sinatra,John Scheinfeld,5.902751
Too Cold to Swim,D.W. Young,5.902751
Foreign Letters,Ela Thier,6.8
The Man with My Face,Edward Montagne,6.1
Lucy Calls the President,Marc Daniels,7.7
Hurricane,Rob Cohen,5.0
Two Mothers for Zachary,Peter Werner,6.8
Cary Grant: A Celebration of a Leading Man,Gene Feldman,7.5
Cary Grant: A Celebration of a Leading Man,Suzette Winter,7.5
Titanic's Tragic Twin: The Britannic Disaster,Renny Bartlett,6.8
The Tightrope,Robert Wise,7.2
Kung Fu Zombie,Shan Hua,5.3
The Beer Jesus from America,Matt Sweetwood,6.4
Bailey's Billion$,David Devine,3.9
Love & Teleportation,Troy McGatlin,5.4
The Kansan,George Archainbaud,5.6
Getting to the Nutcracker,Serene Meshel-Dillman,6.8
October Moon,Jason Paul Collum,4.7
The Highest Pass,Jon Fitzgerald,7.1
Slaughter Daughter,Travis Campbell,4.7
The Pumpkin Karver,Robert Mann,3.3
Treasure State,Andrew Wiest,7.1
OCD and Me,Adrian McCarthy,5.902751
Hard Country,David Greene,5.9
Terror! Death! Revenge!,Jon Manthei,5.8
Terror! Death! Revenge!,Joseph Thompson,5.8
Murder Obsession,Riccardo Freda,5.3
Boston Kickout,Paul Hills,5.9
Bubba the Redneck Werewolf,Brendan Jackson Rogers,5.3
#IMomSoHard Live,Brian Volk-Weiss,5.2
Ernest Goes to Africa,John R. Cherry III,4.6
10 Magnificent Killers,Yeh Fang,5.4
Egypt's Lost Queens,Ian A. Hunt,7.2
Her Infidelity,Christie Will Wolf,3.6
The Thread,Mahesh Mathai,6.2
The Wedding Dress,Sam Pillsbury,6.7
Payload,Stuart Willis,6.0
Side Streets,Tony Gerber,5.5
I Am Road Comic,Jordan Brady,6.0
Dirt Road to Psychedelia: Austin Texas During the 1960s,Scott Conn,6.9
Blood of the Vampire,Henry Cass,5.5
Cave Women on Mars,Christopher R. Mihm,5.3
The Spanish Earth,Joris Ivens,6.5
When I Knew,Fenton Bailey,6.5
When I Knew,Randy Barbato,6.5
School Spirit,Alan Holleb,4.3
Netherbeast Incorporated,Dean Matthew Ronalds,5.6
After the Reality,David Anderson,4.4
TRANS,Danny Boyle,6.5
Angel on the Right,Jamshed Usmonov,6.8
The Greeks Had a Word for Them,Lowell Sherman,6.1
The Christmas Carol,Arthur Pierson,6.1
Please Murder Me,Charles F. Haas,6.5
What Happens Next,Jay Arnold,5.8
Ultimate Heist,Laurent Tuel,5.4
"Kiss Me, Kill Me",Stanley Kubrick,4.8
Without Evidence,Gill Dennis,4.1
The German Friend,Jeanine Meerapfel,6.0
Red Sun Rising,Francis Megahy,5.6
Coffee & Pie,Douglas Horn,6.3
A Real American Hero,Lou Antonio,5.8
In Search of Balance,Adam Pfleghaar,6.5
Passage to Zarahemla,Chris Heimerdinger,5.1
The Devil's Hand,Christian E. Christiansen,4.6
Captain Jack,Robert Young,6.3
CLONED: The Recreator Chronicles,Gregory Orr,4.3
Rhythm and Blues Revue,Joseph Kohn,7.1
"Anytown, USA",unknown,7.2
Seven Alone,Earl Bellamy,5.5
The Custodian,John Dingwall,6.5
I Will Be Murdered,Justin Webster,7.2
Brian Posehn: Posehn 25x2,Ryan Polito,6.7
Wyeth,Glenn Holsten,8.2
Harm's Way,Melanie Orr,5.2
Capital Games,Ilo Orleans,5.3
Tonight She Comes,Matt Stuertz,3.8
Aa Gaye Munde U.K. De,Manmohan Singh,5.7
Dr. Otto and the Riddle of the Gloom Beam,John R. Cherry III,5.7
Dirty Lies,Jamie Marshall,4.5
The Long Way Back: The Story of Todd Z-Man Zalkins,Richard Yelland,8.0
Oh happy day,Ian Poitier,5.6
The Unnamable,Jean-Paul Ouellette,4.9
Illuminating Angels & Demons,Dan Hall,6.3
Illuminating Angels & Demons,Geof Petch,6.3
Zid,Julian Pölsler,4.3
Once in a New Moon,Anthony Kimmins,5.5
Blood Thirst,unknown,4.5
This Is Meg,Alex Ferrari,5.5
Comedy Warriors: Healing Through Humor,John Wager,7.6
The Nursery,Christopher A. Micklos,5.4
The Nursery,Jay Sapiro,5.4
Tintin: The Calculus Affair,Stéphane Bernasconi,5.902751
"Myq Kaplan: Small, Dork and Handsome",Jay Chapman,6.7
The Shadow Whip,Wei Lo,6.5
The Deadly Duo,Cheh Chang,6.7
In The Night Kitchen,Gene Deitch,6.8
The House on Tombstone Hill,James Riffel,5.2
Ben & Ara,Nnegest Likké,6.1
